"CUSTOMER_CODE","INVOICE_CODE","AMOUNT","DATE"
"CUST0000049491","INV0226202","74.55","09-Jul-2359"
"CUST0000188932","INV0226880","103.39","18-Aug-2360"
"CUST0000390872","INV0227045","76.3","23-Nov-2360"
"CUST0000302182","INV0227349","71.72","18-May-2361"
"CUST0000394064","INV0227424","84.13","30-Jun-2361"
"CUST0000479186","INV0227434","78.53","06-Jul-2361"
"CUST0000105517","INV0227708","102.8","10-Dec-2361"
"CUST0000051517","INV0227969","84.24","12-May-2362"
"CUST0000433532","INV0228311","100.5","13-Nov-2362"
"CUST0000123364","INV0228633","101.6","22-May-2363"
"CUST0000153431","INV0228926","95.47","08-Nov-2363"
"CUST0000187801","INV0229075","115.9","26-Jan-2364"
"CUST0000346806","INV0229264","102.77","16-May-2364"
"CUST0000171944","INV0230222","75.07","26-Nov-2365"
"CUST0000269987","INV0230649","106.2","04-Aug-2366"
"CUST0000094897","INV0230813","116.16","04-Nov-2366"
"CUST0000140904","INV0231580","114.53","04-Feb-2368"
"CUST0000469588","INV0232428","85.95","13-Jun-2369"
"CUST0000139938","INV0234520","107.91","04-Oct-2372"
"CUST0000137034","INV0234613","111.43","29-Nov-2372"
"CUST0000234250","INV0234633","86.11","12-Dec-2372"
"CUST0000049058","INV0235974","79.41","24-Jan-2375"
"CUST0000153357","INV0236972","116.57","30-Aug-2376"
"CUST0000430012","INV0238417","117.54","09-Dec-2378"
"CUST0000481317","INV0238937","73.61","29-Sep-2379"
"CUST0000409789","INV0238971","104.74","20-Oct-2379"
"CUST0000491241","INV0239538","82.28","04-Sep-2380"
"CUST0000490012","INV0239627","111.81","24-Oct-2380"
"CUST0000009959","INV0239637","94.7","30-Oct-2380"
"CUST0000195407","INV0242160","109.43","02-Dec-2384"
"CUST0000389211","INV0243969","101.7","08-Sep-2387"
"CUST0000456997","INV0244081","96.47","17-Nov-2387"
"CUST0000426443","INV0244301","86.7","28-Mar-2388"
"CUST0000362176","INV0245016","76.24","20-May-2389"
"CUST0000005952","INV0245512","111.46","05-Mar-2390"
"CUST0000113647","INV0245559","77.05","03-Apr-2390"
"CUST0000400415","INV0246410","85.1","04-Aug-2391"
"CUST0000448559","INV0249094","103.05","18-Nov-2395"
"CUST0000072019","INV0249240","89.18","31-Jan-2396"
"CUST0000127503","INV0249347","114.28","06-Apr-2396"
"CUST0000225244","INV0249582","85.79","26-Aug-2396"
"CUST0000110466","INV0249924","89.99","26-Feb-2397"
"CUST0000445650","INV0250077","98.17","17-May-2397"
"CUST0000293853","INV0250102","85.99","30-May-2397"
"CUST0000049491","INV0251649","102.46","16-Nov-2399"
"CUST0000050956","INV0252323","76.12","29-Nov-2400"
"CUST0000218448","INV0253935","115.61","10-Jun-2403"
"CUST0000259785","INV0254601","82.11","10-Jul-2404"
"CUST0000423684","INV0255707","104.52","08-Apr-2406"
"CUST0000179766","INV0255849","79.03","30-Jun-2406"
"CUST0000127503","INV0256149","118.89","03-Dec-2406"
"CUST0000101403","INV0256651","87.89","03-Oct-2407"
"CUST0000378161","INV0256724","118.19","16-Nov-2407"
"CUST0000153040","INV0256801","74.27","01-Jan-2408"
"CUST0000416917","INV0257603","79.76","23-Mar-2409"
"CUST0000411356","INV0258062","73.69","12-Dec-2409"
"CUST0000470360","INV0258879","90.11","24-Mar-2411"
"CUST0000415758","INV0259169","119.51","02-Sep-2411"
"CUST0000456083","INV0260165","77.89","06-Apr-2413"
"CUST0000262971","INV0260521","78.31","08-Nov-2413"
"CUST0000223289","INV0261081","108.0","08-Oct-2414"
"CUST0000389211","INV0261293","83.83","11-Feb-2415"
"CUST0000456997","INV0261484","88.38","10-Jun-2415"
"CUST0000176473","INV0261553","88.01","16-Jul-2415"
"CUST0000438296","INV0261694","102.09","12-Oct-2415"
"CUST0000063347","INV0261905","92.92","20-Feb-2416"
"CUST0000477555","INV0262234","77.47","08-Aug-2416"
"CUST0000269721","INV0263142","84.99","11-Jan-2418"
"CUST0000302290","INV0263198","80.46","17-Feb-2418"
"CUST0000148637","INV0264199","119.28","20-Oct-2419"
"CUST0000454404","INV0265111","94.93","15-Apr-2421"
"CUST0000491241","INV0265358","112.72","20-Aug-2421"
"CUST0000091677","INV0265560","119.08","23-Dec-2421"
"CUST0000085651","INV0266198","100.13","27-Dec-2422"
"CUST0000480193","INV0266335","93.72","21-Mar-2423"
"CUST0000109535","INV0266366","95.17","09-Apr-2423"
"CUST0000411356","INV0266827","88.68","27-Dec-2423"
"CUST0000039651","INV0266973","104.67","25-Mar-2424"
"CUST0000212542","INV0267393","95.2","10-Nov-2424"
"CUST0000372220","INV0267574","111.2","04-Mar-2425"
"CUST0000213332","INV0268612","98.02","23-Oct-2426"
"CUST0000115007","INV0269231","86.49","07-Oct-2427"
"CUST0000135864","INV0269625","119.23","15-May-2428"
"CUST0000087474","INV0269654","80.33","01-Jun-2428"
"CUST0000002252","INV0270126","73.47","05-Mar-2429"
"CUST0000013166","INV0270870","104.24","30-Apr-2430"
"CUST0000363899","INV0272800","92.82","26-May-2433"
"CUST0000337285","INV0273587","70.41","29-Aug-2434"
"CUST0000478039","INV0273632","97.82","22-Sep-2434"
"CUST0000400415","INV0274032","77.64","21-May-2435"
"CUST0000421919","INV0274871","119.91","24-Sep-2436"
"CUST0000411356","INV0275191","92.86","27-Mar-2437"
"CUST0000307232","INV0275193","112.8","27-Mar-2437"
"CUST0000128213","INV0275406","94.11","23-Jul-2437"
"CUST0000137772","INV0276361","119.44","27-Feb-2439"
"CUST0000133165","INV0276723","72.68","14-Sep-2439"
"CUST0000460665","INV0276936","78.83","15-Jan-2440"
"CUST0000134564","INV0276943","106.23","17-Jan-2440"
"CUST0000457302","INV0277207","72.17","26-Jun-2440"
"CUST0000140725","INV0278086","83.92","24-Nov-2441"
"CUST0000310755","INV0278807","76.17","31-Dec-2442"
"CUST0000168083","INV0279101","116.71","28-Jun-2443"
"CUST0000164224","INV0279469","97.36","17-Jan-2444"
"CUST0000453716","INV0280383","70.98","13-Jul-2445"
"CUST0000112610","INV0280778","85.03","23-Feb-2446"
"CUST0000245559","INV0281418","88.72","23-Mar-2447"
"CUST0000235172","INV0281705","110.52","25-Aug-2447"
"CUST0000484789","INV0281940","72.34","18-Jan-2448"
"CUST0000304624","INV0282778","118.7","03-Jun-2449"
"CUST0000468892","INV0283078","92.85","03-Dec-2449"
"CUST0000282591","INV0283498","96.19","19-Jul-2450"
"CUST0000487982","INV0284246","105.1","11-Sep-2451"
"CUST0000482596","INV0284308","79.53","12-Oct-2451"
"CUST0000189940","INV0284476","119.67","15-Jan-2452"
"CUST0000287560","INV0284679","112.16","13-May-2452"
"CUST0000334219","INV0287363","114.15","27-Jul-2456"
"CUST0000050956","INV0287587","99.51","06-Dec-2456"
"CUST0000261311","INV0287930","81.54","14-Jun-2457"
"CUST0000176473","INV0288098","88.8","17-Sep-2457"
"CUST0000085651","INV0288680","113.43","25-Aug-2458"
"CUST0000135864","INV0289223","100.02","02-Jul-2459"
"CUST0000295665","INV0289615","99.43","12-Feb-2460"
"CUST0000145368","INV0289880","81.6","04-Jul-2460"
"CUST0000425577","INV0289891","99.96","11-Jul-2460"
"CUST0000385802","INV0290083","75.57","31-Oct-2460"
"CUST0000134111","INV0290742","105.52","17-Nov-2461"
"CUST0000232988","INV0291645","98.39","06-May-2463"
"CUST0000386336","INV0291714","90.89","16-Jun-2463"
"CUST0000349345","INV0292102","104.65","28-Jan-2464"
"CUST0000277935","INV0292835","117.72","27-Mar-2465"
"CUST0000404140","INV0292856","86.24","07-Apr-2465"
"CUST0000048656","INV0293379","100.59","11-Feb-2466"
"CUST0000179766","INV0293665","90.93","25-Jul-2466"
"CUST0000178729","INV0293715","111.93","25-Aug-2466"
"CUST0000367895","INV0295021","71.71","16-Oct-2468"
"CUST0000230546","INV0295208","84.12","12-Feb-2469"
"CUST0000022957","INV0295457","86.25","08-Jul-2469"
"CUST0000173395","INV0295518","94.99","14-Aug-2469"
"CUST0000002252","INV0295785","89.57","19-Jan-2470"
"CUST0000201126","INV0297735","83.23","29-Jan-2473"
"CUST0000213332","INV0297973","82.15","25-Jun-2473"
"CUST0000230546","INV0298016","95.74","17-Jul-2473"
"CUST0000147447","INV0298318","88.65","30-Dec-2473"
"CUST0000079176","INV0298407","74.4","13-Feb-2474"
"CUST0000480193","INV0299095","108.45","04-Mar-2475"
"CUST0000176377","INV0299500","73.16","18-Oct-2475"
"CUST0000371865","INV0299853","99.96","23-May-2476"
"CUST0000339124","INV0300259","96.82","13-Jan-2477"
"CUST0000045086","INV0300892","74.42","14-Jan-2478"
"CUST0000013585","INV0301249","75.46","31-Jul-2478"
"CUST0000403747","INV0301507","75.26","27-Dec-2478"
"CUST0000470360","INV0302126","103.82","20-Dec-2479"
"CUST0000137034","INV0302574","79.8","15-Sep-2480"
"CUST0000391078","INV0302806","109.71","29-Jan-2481"
"CUST0000454766","INV0303042","105.24","07-Jun-2481"
"CUST0000310566","INV0303412","113.99","24-Jan-2482"
"CUST0000335691","INV0303483","80.32","08-Mar-2482"
"CUST0000263795","INV0303588","71.89","19-May-2482"
"CUST0000077279","INV0303670","79.47","10-Jul-2482"
"CUST0000389211","INV0303840","83.41","21-Oct-2482"
"CUST0000294313","INV0304019","84.93","08-Feb-2483"
"CUST0000272656","INV0304535","71.56","01-Dec-2483"
"CUST0000106029","INV0304738","87.2","31-Mar-2484"
"CUST0000384454","INV0304943","89.71","04-Aug-2484"
"CUST0000235064","INV0305160","83.35","04-Dec-2484"
"CUST0000425869","INV0305589","93.45","19-Aug-2485"
"CUST0000280112","INV0306404","79.24","13-Dec-2486"
"CUST0000487982","INV0307124","108.45","07-Feb-2488"
"CUST0000046190","INV0307509","111.09","17-Sep-2488"
"CUST0000456997","INV0309596","80.75","19-Nov-2491"
"CUST0000151710","INV0310959","71.91","21-Dec-2493"
"CUST0000012291","INV0311315","82.79","05-Jul-2494"
"CUST0000234147","INV0311352","94.62","27-Jul-2494"
"CUST0000048878","INV0311778","80.27","31-Mar-2495"
"CUST0000068655","INV0311823","83.72","19-Apr-2495"
"CUST0000269146","INV0312154","112.88","19-Oct-2495"
"CUST0000349826","INV0312274","90.3","25-Dec-2495"
"CUST0000000074","INV0312868","72.73","26-Nov-2496"
"CUST0000146525","INV0312892","90.09","10-Dec-2496"
"CUST0000330131","INV0313622","102.54","05-Feb-2498"
"CUST0000493387","INV0313794","81.44","13-May-2498"
"CUST0000115511","INV0313984","75.98","08-Sep-2498"
"CUST0000015093","INV0314361","85.17","13-Apr-2499"
"CUST0000272654","INV0315429","93.09","09-Jan-2501"
"CUST0000012853","INV0315459","104.35","26-Jan-2501"
"CUST0000402647","INV0315753","74.0","06-Jul-2501"
"CUST0000293926","INV0316004","79.97","02-Dec-2501"
"CUST0000208259","INV0316081","81.66","12-Jan-2502"
"CUST0000408331","INV0318970","77.68","13-Aug-2506"
"CUST0000049651","INV0319063","106.53","02-Oct-2506"
"CUST0000011820","INV0319767","117.2","16-Nov-2507"
"CUST0000316555","INV0320525","78.13","11-Jan-2509"
"CUST0000439230","INV0320850","119.38","18-Jul-2509"
"CUST0000485064","INV0320935","94.82","09-Sep-2509"
"CUST0000218814","INV0321007","108.65","18-Oct-2509"
"CUST0000391078","INV0321671","103.92","14-Nov-2510"
"CUST0000186479","INV0322356","82.3","28-Nov-2511"
"CUST0000013623","INV0322565","95.91","13-Mar-2512"
"CUST0000260730","INV0322794","78.39","24-Jul-2512"
"CUST0000380716","INV0322859","118.22","29-Aug-2512"
"CUST0000326656","INV0323527","71.93","29-Sep-2513"
"CUST0000371468","INV0323811","106.71","11-Mar-2514"
"CUST0000416739","INV0324199","83.83","02-Oct-2514"
"CUST0000019170","INV0324712","98.66","20-Jul-2515"
"CUST0000176283","INV0325105","93.3","04-Mar-2516"
"CUST0000285662","INV0326250","110.61","11-Jan-2518"
"CUST0000104227","INV0326759","106.19","18-Nov-2518"
"CUST0000269987","INV0326931","108.75","04-Mar-2519"
"CUST0000034268","INV0327120","104.84","21-Jun-2519"
"CUST0000300010","INV0327861","70.95","09-Aug-2520"
"CUST0000438211","INV0327862","106.18","09-Aug-2520"
"CUST0000095050","INV0328739","71.51","27-Dec-2521"
"CUST0000374914","INV0329203","102.83","11-Sep-2522"
"CUST0000450403","INV0329730","99.08","17-Jul-2523"
"CUST0000385802","INV0329865","79.46","01-Oct-2523"
"CUST0000046526","INV0329977","92.37","11-Dec-2523"
"CUST0000122628","INV0331103","105.94","13-Sep-2525"
"CUST0000061418","INV0331273","76.05","31-Dec-2525"
"CUST0000482596","INV0333514","116.48","24-Jun-2529"
"CUST0000199727","INV0335308","76.06","07-Jun-2532"
"CUST0000067589","INV0335476","87.32","19-Sep-2532"
"CUST0000385553","INV0335784","92.29","13-Mar-2533"
"CUST0000365811","INV0337151","99.31","08-May-2535"
"CUST0000003957","INV0337848","117.56","08-Jun-2536"
"CUST0000176283","INV0338194","91.07","05-Jan-2537"
"CUST0000179890","INV0338951","114.09","17-Mar-2538"
"CUST0000363899","INV0338995","111.08","12-Apr-2538"
"CUST0000414987","INV0339313","112.26","07-Oct-2538"
"CUST0000123364","INV0339595","105.71","25-Mar-2539"
"CUST0000499003","INV0340492","81.1","16-Aug-2540"
"CUST0000294884","INV0340817","72.74","15-Feb-2541"
"CUST0000304123","INV0341065","83.75","10-Jul-2541"
"CUST0000186405","INV0342423","117.39","20-Sep-2543"
"CUST0000085651","INV0342599","99.32","01-Jan-2544"
"CUST0000148513","INV0344164","96.42","05-Jun-2546"
"CUST0000186569","INV0344400","108.5","07-Oct-2546"
"CUST0000050956","INV0345410","91.43","27-May-2548"
"CUST0000011820","INV0345500","79.56","18-Jul-2548"
"CUST0000154506","INV0346050","89.86","03-Jun-2549"
"CUST0000030062","INV0346370","72.06","10-Dec-2549"
"CUST0000445037","INV0346702","108.53","24-Jun-2550"
"CUST0000357330","INV0347305","80.06","08-Jun-2551"
"CUST0000456997","INV0347508","83.36","12-Oct-2551"
"CUST0000370365","INV0347720","90.59","07-Feb-2552"
"CUST0000199727","INV0348023","96.55","22-Jul-2552"
"CUST0000272493","INV0348306","112.74","11-Jan-2553"
"CUST0000474055","INV0348861","106.6","23-Nov-2553"
"CUST0000398330","INV0349329","79.62","25-Aug-2554"
"CUST0000052520","INV0350166","104.09","15-Dec-2555"
"CUST0000223523","INV0350856","96.69","02-Feb-2557"
"CUST0000186479","INV0351111","92.26","08-Jul-2557"
"CUST0000310566","INV0351448","109.03","23-Jan-2558"
"CUST0000189940","INV0351578","73.2","12-Apr-2558"
"CUST0000307232","INV0351871","71.17","29-Sep-2558"
"CUST0000188582","INV0352528","78.98","05-Oct-2559"
"CUST0000094028","INV0352937","103.43","08-Jun-2560"
"CUST0000441961","INV0354587","72.0","19-Jan-2563"
"CUST0000185712","INV0354699","115.33","02-Apr-2563"
"CUST0000004242","INV0354982","87.18","08-Sep-2563"
"CUST0000332145","INV0355324","91.73","27-Mar-2564"
"CUST0000295169","INV0357662","117.66","15-Dec-2567"
"CUST0000197220","INV0358082","112.52","02-Sep-2568"
"CUST0000202796","INV0358229","95.01","06-Dec-2568"
"CUST0000412182","INV0358739","105.42","17-Sep-2569"
"CUST0000148637","INV0359291","108.64","22-Jul-2570"
"CUST0000437959","INV0359669","111.36","13-Feb-2571"
"CUST0000241565","INV0359816","72.83","07-May-2571"
"CUST0000072717","INV0359948","79.34","18-Jul-2571"
"CUST0000440473","INV0361106","118.7","16-Jun-2573"
"CUST0000025674","INV0361272","118.88","10-Sep-2573"
"CUST0000189934","INV0362168","109.15","21-Jan-2575"
"CUST0000442041","INV0363132","107.76","31-Jul-2576"
"CUST0000448674","INV0363259","74.79","09-Oct-2576"
"CUST0000310170","INV0363394","96.29","19-Dec-2576"
"CUST0000115052","INV0363409","103.64","27-Dec-2576"
"CUST0000316433","INV0364018","81.32","20-Dec-2577"
"CUST0000301526","INV0364443","98.96","30-Aug-2578"
"CUST0000188932","INV0364634","97.53","19-Dec-2578"
"CUST0000314482","INV0364709","104.87","31-Jan-2579"
"CUST0000234250","INV0364916","86.31","23-May-2579"
"CUST0000168083","INV0365265","119.1","06-Dec-2579"
"CUST0000230546","INV0365527","115.54","04-May-2580"
"CUST0000001423","INV0365578","95.33","31-May-2580"
"CUST0000111373","INV0365623","108.61","19-Jun-2580"
"CUST0000430637","INV0366059","93.39","07-Mar-2581"
"CUST0000440473","INV0366780","84.05","30-Apr-2582"
"CUST0000301498","INV0367054","92.53","10-Oct-2582"
"CUST0000434475","INV0367151","102.5","08-Dec-2582"
"CUST0000023197","INV0367593","84.55","17-Aug-2583"
"CUST0000025665","INV0369235","73.88","20-Apr-2586"
"CUST0000003510","INV0369441","107.91","11-Aug-2586"
"CUST0000119000","INV0370319","115.95","25-Dec-2587"
"CUST0000377844","INV0371183","79.36","06-May-2589"
"CUST0000229340","INV0371895","90.42","20-Jun-2590"
"CUST0000362559","INV0371993","89.57","13-Aug-2590"
"CUST0000025704","INV0372206","99.93","17-Dec-2590"
"CUST0000371797","INV0372417","87.08","03-Apr-2591"
"CUST0000212542","INV0372460","92.37","01-May-2591"
"CUST0000365811","INV0372777","103.62","08-Nov-2591"
"CUST0000142840","INV0372798","118.76","19-Nov-2591"
"CUST0000343061","INV0372816","99.34","30-Nov-2591"
"CUST0000072717","INV0372880","92.66","28-Dec-2591"
"CUST0000284787","INV0372971","103.98","15-Feb-2592"
"CUST0000064613","INV0373756","70.34","11-May-2593"
"CUST0000020720","INV0375366","114.85","26-Dec-2595"
"CUST0000438296","INV0375813","110.63","19-Sep-2596"
"CUST0000094897","INV0375817","113.01","22-Sep-2596"
"CUST0000049586","INV0375837","80.38","02-Oct-2596"
"CUST0000446285","INV0376631","101.6","09-Dec-2597"
"CUST0000015093","INV0377067","85.43","24-Aug-2598"
"CUST0000465980","INV0377294","119.6","31-Dec-2598"
"CUST0000047495","INV0377579","105.84","29-May-2599"
"CUST0000471775","INV0377868","101.4","11-Nov-2599"
"CUST0000153431","INV0379215","94.49","16-Dec-2601"
"CUST0000288720","INV0379513","92.23","19-Jun-2602"
"CUST0000022957","INV0379913","84.68","03-Feb-2603"
"CUST0000198723","INV0379944","105.05","20-Feb-2603"
"CUST0000377933","INV0380103","71.63","14-May-2603"
"CUST0000398660","INV0381609","105.81","14-Oct-2605"
"CUST0000493387","INV0381867","119.46","14-Feb-2606"
"CUST0000437427","INV0382120","73.45","10-Jul-2606"
"CUST0000068519","INV0383444","75.81","19-Aug-2608"
"CUST0000409594","INV0383499","109.61","14-Sep-2608"
"CUST0000195286","INV0384663","115.0","21-Aug-2610"
"CUST0000140204","INV0385013","112.98","03-Apr-2611"
"CUST0000412508","INV0385735","90.01","03-Jun-2612"
"CUST0000008600","INV0386869","81.74","12-Apr-2614"
"CUST0000258357","INV0387496","82.44","08-Apr-2615"
"CUST0000096156","INV0387639","74.23","23-Jun-2615"
"CUST0000209552","INV0387681","98.86","16-Jul-2615"
"CUST0000456083","INV0387861","105.97","04-Nov-2615"
"CUST0000428376","INV0388253","84.53","17-Jun-2616"
"CUST0000051071","INV0390188","118.17","10-Jul-2619"
"CUST0000285413","INV0390873","90.35","20-Aug-2620"
"CUST0000260730","INV0390949","98.44","06-Oct-2620"
"CUST0000178211","INV0392046","113.43","17-Jul-2622"
"CUST0000040572","INV0393164","80.45","28-Mar-2624"
"CUST0000225390","INV0393717","76.66","28-Feb-2625"
"CUST0000112911","INV0394219","89.85","28-Dec-2625"
"CUST0000228010","INV0395114","118.54","05-Jun-2627"
"CUST0000127503","INV0395269","99.35","04-Sep-2627"
"CUST0000405093","INV0395594","111.42","29-Feb-2628"
"CUST0000197220","INV0395713","86.25","16-May-2628"
"CUST0000326412","INV0396193","70.45","16-Feb-2629"
"CUST0000415300","INV0396690","87.09","26-Nov-2629"
"CUST0000118526","INV0397021","101.83","23-May-2630"
"CUST0000278411","INV0397998","113.1","15-Dec-2631"
"CUST0000104227","INV0399001","107.35","18-Jul-2633"
"CUST0000048656","INV0399165","71.91","26-Oct-2633"
"CUST0000266563","INV0400000","111.87","13-Mar-2635"
"CUST0000383676","INV0400342","111.49","27-Sep-2635"
"CUST0000134111","INV0401224","119.31","13-Feb-2637"
"CUST0000072762","INV0402002","84.68","09-May-2638"
"CUST0000138565","INV0402244","76.37","07-Sep-2638"
"CUST0000168344","INV0402520","95.48","08-Feb-2639"
"CUST0000311265","INV0403289","95.97","10-Apr-2640"
"CUST0000186569","INV0403508","82.2","09-Aug-2640"
"CUST0000330280","INV0404288","82.78","23-Nov-2641"
"CUST0000456997","INV0405135","85.67","05-Apr-2643"
"CUST0000105517","INV0405829","81.47","10-May-2644"
"CUST0000463308","INV0406121","95.08","12-Oct-2644"
"CUST0000278411","INV0406529","74.57","30-May-2645"
"CUST0000079176","INV0406803","78.15","04-Nov-2645"
"CUST0000186479","INV0406848","70.15","28-Nov-2645"
"CUST0000007843","INV0407422","77.28","26-Oct-2646"
"CUST0000418514","INV0407974","93.05","16-Sep-2647"
"CUST0000046526","INV0408642","108.03","26-Oct-2648"
"CUST0000089166","INV0408946","82.67","14-Apr-2649"
"CUST0000201193","INV0409192","81.94","02-Sep-2649"
"CUST0000440222","INV0409778","82.21","10-Aug-2650"
"CUST0000199727","INV0410013","115.93","23-Dec-2650"
"CUST0000168106","INV0410141","99.13","17-Mar-2651"
"CUST0000404804","INV0410744","72.53","03-Mar-2652"
"CUST0000003957","INV0411444","117.46","26-Mar-2653"
"CUST0000468975","INV0413606","114.4","01-Aug-2656"
"CUST0000044951","INV0413953","90.71","12-Feb-2657"
"CUST0000020720","INV0414471","97.42","19-Dec-2657"
"CUST0000384853","INV0414825","114.76","14-Jul-2658"
"CUST0000497402","INV0415557","95.78","01-Sep-2659"
"CUST0000398796","INV0415572","94.67","07-Sep-2659"
"CUST0000246223","INV0416074","81.97","23-Jun-2660"
"CUST0000492223","INV0416412","83.9","14-Jan-2661"
"CUST0000096156","INV0416549","91.27","11-Apr-2661"
"CUST0000315885","INV0417000","119.16","14-Dec-2661"
"CUST0000365318","INV0417220","109.14","28-Apr-2662"
"CUST0000260730","INV0417448","99.9","30-Aug-2662"
"CUST0000454766","INV0417981","75.08","30-Jun-2663"
"CUST0000036427","INV0419722","119.04","26-Apr-2666"
"CUST0000325987","INV0419803","107.25","21-Jun-2666"
"CUST0000240240","INV0419878","93.13","06-Aug-2666"
"CUST0000140725","INV0420124","102.35","25-Dec-2666"
"CUST0000461005","INV0420229","83.23","28-Feb-2667"
"CUST0000444485","INV0421376","86.6","08-Dec-2668"
"CUST0000265423","INV0421574","72.12","23-Mar-2669"
"CUST0000007618","INV0421915","110.58","16-Oct-2669"
"CUST0000189418","INV0422165","81.45","08-Mar-2670"
"CUST0000492834","INV0422571","76.97","25-Nov-2670"
"CUST0000236853","INV0423585","99.2","14-Jul-2672"
"CUST0000167712","INV0424161","107.05","14-Jun-2673"
"CUST0000488925","INV0424287","108.2","21-Aug-2673"
"CUST0000483033","INV0424757","86.95","26-May-2674"
"CUST0000466042","INV0424839","82.54","10-Jul-2674"
"CUST0000066721","INV0424947","112.54","09-Sep-2674"
"CUST0000462624","INV0425510","115.92","03-Aug-2675"
"CUST0000444304","INV0426476","82.03","30-Jan-2677"
"CUST0000030062","INV0426674","117.53","27-May-2677"
"CUST0000104227","INV0427876","110.24","22-Apr-2679"
"CUST0000176473","INV0428168","90.83","29-Sep-2679"
"CUST0000298318","INV0429206","93.8","13-May-2681"
"CUST0000251013","INV0429344","92.58","08-Aug-2681"
"CUST0000359667","INV0430239","112.89","31-Dec-2682"
"CUST0000014488","INV0430311","106.47","06-Feb-2683"
"CUST0000015093","INV0430617","103.6","01-Aug-2683"
"CUST0000030062","INV0430897","85.51","20-Jan-2684"
"CUST0000402647","INV0430927","70.44","08-Feb-2684"
"CUST0000218814","INV0431165","87.85","20-Jun-2684"
"CUST0000497112","INV0432209","82.78","22-Feb-2686"
"CUST0000109535","INV0432446","79.12","08-Jul-2686"
"CUST0000188747","INV0432974","88.55","25-May-2687"
"CUST0000282858","INV0433683","76.39","14-Jul-2688"
"CUST0000452042","INV0433792","91.28","14-Sep-2688"
"CUST0000096604","INV0434935","92.91","20-Jun-2690"
"CUST0000392536","INV0435541","98.35","10-Jun-2691"
"CUST0000196479","INV0435640","94.78","01-Aug-2691"
"CUST0000460665","INV0435665","112.07","12-Aug-2691"
"CUST0000099431","INV0436407","107.05","24-Oct-2692"
"CUST0000056045","INV0437180","72.94","15-Jan-2694"
"CUST0000094028","INV0437628","112.25","14-Oct-2694"
"CUST0000128213","INV0440141","107.33","23-Sep-2698"
"CUST0000008046","INV0440512","115.03","14-Apr-2699"
"CUST0000477203","INV0440662","72.01","13-Jul-2699"
"CUST0000183306","INV0440866","117.35","10-Nov-2699"
"CUST0000409594","INV0441748","70.37","31-Mar-2701"
"CUST0000311052","INV0442206","79.36","19-Dec-2701"
"CUST0000123098","INV0442615","102.02","21-Aug-2702"
"CUST0000254146","INV0443609","109.78","14-Mar-2704"
"CUST0000145368","INV0443695","71.85","02-May-2704"
"CUST0000453716","INV0444030","86.35","14-Nov-2704"
"CUST0000168106","INV0444100","91.34","21-Dec-2704"
"CUST0000311052","INV0444195","109.22","07-Feb-2705"
"CUST0000369075","INV0444361","117.3","20-May-2705"
"CUST0000483473","INV0445163","96.08","04-Sep-2706"
"CUST0000009141","INV0445417","78.7","31-Jan-2707"
"CUST0000403890","INV0445541","88.77","22-Apr-2707"
"CUST0000424681","INV0446391","90.67","20-Aug-2708"
"CUST0000232214","INV0446913","104.22","20-Jun-2709"
"CUST0000441107","INV0447721","76.92","12-Sep-2710"
"CUST0000057038","INV0448645","77.38","14-Feb-2712"
"CUST0000310170","INV0449354","97.92","10-Apr-2713"
"CUST0000165049","INV0451460","100.1","01-Jul-2716"
"CUST0000349692","INV0451617","111.48","30-Sep-2716"
"CUST0000052076","INV0452017","95.33","20-May-2717"
"CUST0000163808","INV0453449","116.12","10-Aug-2719"
"CUST0000105149","INV0454778","111.11","12-Aug-2721"
"CUST0000477203","INV0454835","105.96","13-Sep-2721"
"CUST0000365261","INV0454891","90.49","16-Oct-2721"
"CUST0000232988","INV0455170","81.61","12-Mar-2722"
"CUST0000176377","INV0456394","110.39","20-Feb-2724"
"CUST0000135864","INV0457041","83.33","16-Mar-2725"
"CUST0000349692","INV0457458","118.96","14-Nov-2725"
"CUST0000441107","INV0458866","79.35","19-Feb-2728"
"CUST0000399141","INV0459516","102.22","09-Feb-2729"
"CUST0000236538","INV0461083","80.84","23-Jul-2731"
"CUST0000399141","INV0461262","76.45","26-Oct-2731"
"CUST0000461005","INV0461790","92.02","02-Sep-2732"
"CUST0000412182","INV0462049","93.46","15-Jan-2733"
"CUST0000079176","INV0462295","106.28","04-Jun-2733"
"CUST0000096386","INV0462351","71.85","03-Jul-2733"
"CUST0000402445","INV0463233","91.83","28-Nov-2734"
"CUST0000074796","INV0463347","101.2","02-Feb-2735"
"CUST0000050268","INV0463354","111.51","05-Feb-2735"
"CUST0000033583","INV0463498","106.12","05-May-2735"
"CUST0000438558","INV0463518","98.56","15-May-2735"
"CUST0000094028","INV0464254","87.2","30-Jun-2736"
"CUST0000002010","INV0465052","70.37","08-Oct-2737"
"CUST0000129918","INV0466023","100.48","26-Apr-2739"
"CUST0000369075","INV0466242","83.69","24-Aug-2739"
"CUST0000443393","INV0466438","93.72","17-Dec-2739"
"CUST0000040791","INV0466583","73.17","04-Mar-2740"
"CUST0000124099","INV0466627","112.98","30-Mar-2740"
"CUST0000423294","INV0467875","79.92","21-Mar-2742"
"CUST0000193236","INV0468759","78.62","09-Aug-2743"
"CUST0000312429","INV0469295","76.82","14-Jun-2744"
"CUST0000316276","INV0469821","70.3","06-Apr-2745"
